postid,posttypeid,parentid,creationdate,score,title,"replace(body, '""', '&quot;')"
32327,2,32282,"2008-08-28 13:49:28",2,NULL,"<p>I agree on RegExBuddy, but if you want free or when I'm working somewhere and not on my own system <a href=&quot;http://gskinner.com/RegExr/&quot; rel=&quot;nofollow&quot;>RegExr</a> is a great online (Flash) tool that has lots of pre-built regex segments to work with and does real-time pattern matching for your testing.</p>&#xA;"
32354,2,32282,"2008-08-28 14:14:31",8,NULL,"<p>If you are an Emacs user, the command <code>re-builder</code> lets you type an Emacs regex and shows on the fly the matching strings in the current buffer, with colors to mark groups. It's free as Emacs.</p>&#xA;"
32365,2,32282,"2008-08-28 14:17:32",9,NULL,"<p>Here are some for the Mac: (<em>Note: don't judge the tools by their websites</em>)</p>&#xA;&#xA;<ul>&#xA;<li><a href=&quot;http://homepage.mac.com/roger_jolly/software/&quot;>RegExhibit</a> - My Favorite, powerful and easy</li>&#xA;<li><a href=&quot;http://code.google.com/p/reggy/&quot;>Reggy</a> - Simple and Clean</li>&#xA;<li><a href=&quot;http://robrohan.com/2008/06/25/mac-os-x-regex-widget-update-17/&quot;>RegexWidget</a> - A Dashboard Widget for quick testing</li>&#xA;</ul>&#xA;"
32398,2,32282,"2008-08-28 14:25:37",1,NULL,"<p>I'll add to the vote of <a href=&quot;http://reggyapp.com/&quot; rel=&quot;nofollow&quot;>Reggy</a> for the Mac, gonna try out some of the other ones that Joseph suggested and upvote that post tomorrow when my limit gets reset.</p>&#xA;"
32591,2,32282,"2008-08-28 15:29:16",1,NULL,"<p>for online: <a href=&quot;http://regexpal.com/&quot; rel=&quot;nofollow&quot;>http://regexpal.com/</a>&#xA;for desktop: <a href=&quot;http://www.weitz.de/regex-coach/&quot; rel=&quot;nofollow&quot;>The Regex Coach</a></p>&#xA;"
32641,2,32282,"2008-08-28 15:50:40",1,NULL,"<p>+1 For Regex Coach here.  Free and does the job really well.</p>&#xA;&#xA;<p><a href=&quot;http://www.weitz.de/regex-coach/&quot; rel=&quot;nofollow&quot;>http://www.weitz.de/regex-coach/</a></p>&#xA;"
32903,2,32282,"2008-08-28 17:50:40",1,NULL,"<p>I am still a big <a href=&quot;http://weblogs.asp.net/rosherove/pages/tools-and-frameworks-by-roy-osherove.aspx&quot; rel=&quot;nofollow&quot;>The Regulator</a> fan.<br />&#xA;There are some stability problems but these can be fixed by disableing the Intellisense.  It gets mad with some expressions and typos in building an expression.</p>&#xA;&#xA;<p>Would love it if <a href=&quot;http://weblogs.asp.net/rosherove/default.aspx&quot; rel=&quot;nofollow&quot;>Roy Osherove</a> updated, but looks like he is busy with other things.</p>&#xA;"
32913,2,32282,"2008-08-28 17:53:45",3,NULL,"<p>couple of eclipse plugins for those using eclipse,<BR>&#xA;<a href=&quot;http://www.brosinski.com/regex/&quot; rel=&quot;nofollow&quot;>http://www.brosinski.com/regex/</a></p>&#xA;&#xA;<p><a href=&quot;http://www.bastian-bergerhoff.com/eclipse/features/web/QuickREx/toc.html&quot; rel=&quot;nofollow&quot;>http://www.bastian-bergerhoff.com/eclipse/features/web/QuickREx/toc.html</a></p>&#xA;"
32965,2,32282,"2008-08-28 18:12:23",0,NULL,"<p><a href=&quot;http://gskinner.com/RegExr/&quot; rel=&quot;nofollow&quot;>RegExr</a> for testing with the Actionscript 3 (whichever standard that may be)</p>&#xA;"
71304,2,32282,"2008-09-16 11:15:41",1,NULL,"<p>I like to use this online one:&#xA;<a href=&quot;http://www.cuneytyilmaz.com/prog/jrx/&quot; rel=&quot;nofollow&quot;>http://www.cuneytyilmaz.com/prog/jrx/</a>&#xA;Of course, it'll be javascript regexp, but I've never yet done anything clever enough to notice the difference.</p>&#xA;"
72951,2,32282,"2008-09-16 14:32:02",1,NULL,"<p>How much is your time worth? Pay the $40 and get RegexBuddy. I did, and I even upgraded from 2.x version to 3.x. It has paid for itself many times over.</p>&#xA;"
133395,2,32282,"2008-09-25 13:39:58",6,NULL,"<p>I use the excellent and free <a href=&quot;http://www.radsoftware.com.au/regexdesigner/&quot;>Rad Software Regular Expression Designer</a>.</p>&#xA;&#xA;<p>If you just want to write a regular expression, have a little help with the syntax and test the RE's matching and replacing then this fairly light-footprint tool is ideal.</p>&#xA;"
678051,2,32282,"2009-03-24 15:53:38",2,NULL,"<p>In the standard <strong>Python</strong> installation there is a &quot;Tools/scripts&quot; directory containing <strong>redemo.py</strong>. </p>&#xA;&#xA;<p>This creates an <em>interactive</em> Tkinter window in which you can experiment with regexs.</p>&#xA;"
842003,2,32282,"2009-05-08 21:57:21",2,NULL,"<p>In the past I preferred The Regex Coach for its simplistic layout, instantaneous highlighting and its price (free).</p>&#xA;&#xA;<p>Every once in awhile though I run into an issue with it when trying to test .NET regular expressions.  For that, it turns out, it's better to use a tool that actually uses the .NET regular expression engine.  That was my whole reason to build <a href=&quot;http://regexhero.net/&quot; rel=&quot;nofollow&quot;>Regex Hero</a> last year.  It runs in Silverlight, and as such, runs off of the .NET Regex Class library directly.</p>&#xA;"
870654,2,32282,"2009-05-15 20:10:37",3,NULL,"<p><a href=&quot;http://kodos.sourceforge.net/&quot; rel=&quot;nofollow&quot;>Kodos</a> of course. Cause it's Pythonic. ;)</p>&#xA;"
1755538,2,32282,"2009-11-18 12:03:02",1,NULL,"<p>I personally like the <a href=&quot;https://addons.mozilla.org/en-US/firefox/addon/2077&quot; rel=&quot;nofollow&quot;>Regular Expression Tester</a>.</p>&#xA;&#xA;<p>It's a free firefox plugin, so always on!</p>&#xA;"
1874257,2,32282,"2009-12-09 14:27:32",1,NULL,"<p>Also <strong><a href=&quot;http://myregexp.com/eclipsePlugin.html&quot; rel=&quot;nofollow&quot;>this regex plugin</a></strong> can be useful for <strong><a href=&quot;http://eclipse.org&quot; rel=&quot;nofollow&quot;>eclipse</a></strong> and <strong><a href=&quot;http://www.jetbrains.com/idea/&quot; rel=&quot;nofollow&quot;>idea</a></strong> users.</p>&#xA;"
4411942,2,32282,"2010-12-10 18:13:41",1,NULL,"<p>I like <a href=&quot;http://regexhero.net/tester/&quot; rel=&quot;nofollow&quot;>http://regexhero.net/tester/</a> a lot</p>&#xA;"
5691709,2,32282,"2011-04-17 05:35:35",1,NULL,"<p>Check out <a href=&quot;http://alexandershapovalov.com/regular-expressions-tester-regex-master-74/&quot; rel=&quot;nofollow&quot;>Regex Master</a> which is free and open source <a href=&quot;http://alexandershapovalov.com/regular-expressions-tester-regex-master-74/&quot; rel=&quot;nofollow&quot;>regular expression tester</a></p>&#xA;"
9800537,2,32282,"2012-03-21 07:51:23",0,NULL,"<p><a href=&quot;http://rgx-extract-replace.appspot.com&quot; rel=&quot;nofollow&quot;>http://rgx-extract-replace.appspot.com</a>&#xA;has the functionality to enlist the captured regex groups formatted in columns and&#xA;optionally can replace the matched patterns in the input text.</p>&#xA;"
24241199,2,32282,"2014-06-16 10:06:01",1,NULL,"<p>This regex tester able to test javascript, php and python&#xA;<a href=&quot;http://www.piliapp.com/regex-tester/&quot; rel=&quot;nofollow&quot;>http://www.piliapp.com/regex-tester/</a></p>&#xA;"
33315,2,33265,"2008-08-28 20:28:55",14,NULL,"<p>The page you link to  <a href=&quot;http://msdn.microsoft.com/en-us/library/6x6y6z4d.aspx&quot;>http://msdn.microsoft.com/en-us/library/6x6y6z4d.aspx</a> says what they were for, which was a way of handling nullable bools before nullable value types were introduced.</p>&#xA;&#xA;<p>I'd guess nowadays they're good for the same sort of stuff as ArrayList - i.e. absolutely nothing.</p>&#xA;"
33337,2,33265,"2008-08-28 20:36:11",3,NULL,"<p>It appears from the MSDN article you linked to it was provided to allow for nullable boolean types prior to the Nullable (i.e. int?, bool?, etc.) type being introducted into the language in C#2. Thus you would store an internal value indicating whether the value is true or false or null, i.e. in your example >0 for true, &lt;0 for false and ==0 for null, and then you'd get SQL-style null semantics. You would also have to implement a .IsNull method or property in order that nullity could be checked explicitly. </p>&#xA;&#xA;<p>Comparing to SQL, imagine a table Table with 3 rows with value Foo set to true, 3 rows with value Foo set to false and 3 rows with value Foo set to null.</p>&#xA;&#xA;<pre><code>SELECT COUNT(*) FROM Table WHERE Foo = TRUE OR Foo = FALSE&#xA;6&#xA;</code></pre>&#xA;&#xA;<p>In order to count all rows you'd have to do the following:-</p>&#xA;&#xA;<pre><code>SELECT COUNT(*) FROM Table WHERE Foo = TRUE OR Foo = FALSE OR Foo IS NULL&#xA;9&#xA;</code></pre>&#xA;&#xA;<p>This 'IS NULL' syntax would have equivilent code in your class as .IsNull().</p>&#xA;&#xA;<p>LINQ makes the comparison to C# even clearer:-</p>&#xA;&#xA;<pre><code>int totalCount = (from s in MyTypeEnumerable&#xA;                 where s || !s&#xA;                 select s).Count();&#xA;</code></pre>&#xA;&#xA;<p>Imagining that MyTypeEnumberable has exactly the same contents of the database, i.e. 3 values equal to true, 3 values equal to false and 3 values equal to null. In this case totalCount would evaluate to 6 in this case. However, if we re-wrote the code as:-</p>&#xA;&#xA;<pre><code>int totalCount = (from s in MyTypeEnumerable&#xA;                 where s || !s || s.IsNull()&#xA;                 select s).Count();&#xA;</code></pre>&#xA;&#xA;<p>Then totalCount would evaluate to 9.</p>&#xA;&#xA;<p>The DBNull example given in the linked MSDN article on the false operator demonstrates a class in the BCL which has this exact behaviour.</p>&#xA;&#xA;<p>In effect the conclusion is you shouldn't use this unless you're completely sure you want this type of behaviour, it's better to just use the far simpler nullable syntax!!</p>&#xA;&#xA;<p><strong>Update:</strong> I just noticed you need to manually override the logic operators !, || and &amp;&amp; to make this work properly. I believe the false operator feeds into these logical operators, i.e. indicating truth, falsity or 'otherwise'. As noted in another comment !x won't work off the bat; you have to overload !. Weirdness!</p>&#xA;"
33339,2,33265,"2008-08-28 20:36:17",5,NULL,"<p>AFAIK, it would be used in a test for false, such as when the <code>&amp;&amp;</code> operator comes into play. Remember, &amp;&amp; short-circuits, so in the expression</p>&#xA;&#xA;<pre><code>if ( mFalse &amp;&amp; mTrue) &#xA;{&#xA;   // ... something&#xA;}&#xA;</code></pre>&#xA;&#xA;<p><code>mFalse.false()</code> is called, and upon returning <code>true</code> the expression is reduced to a call to 'mFalse.true()' (which should then return <code>false</code>, or things will get weird).</p>&#xA;&#xA;<p>Note that you must implement the <code>&amp;</code> operator in order for that expression to compile, since it's used if <code>mFalse.false()</code> returns <code>false</code>.</p>&#xA;&#xA;<p>@<a href=&quot;http://stackoverflow.com/questions/33265/whats-the-false-operator-in-c-good-for#33391&quot; rel=&quot;nofollow&quot;>nird.myopenid.com</a> - wow, that's cool! And horrible! But cool...</p>&#xA;"
33391,2,33265,"2008-08-28 21:02:48",50,NULL,"<p>You can use it to override the &amp;&amp; and || operators.</p>&#xA;&#xA;<p>The &amp;&amp; and || operators can't be overridden, but if you override |, &amp;, true and false in exactly the right way the compiler will call | and &amp; when you write || and &amp;&amp;</p>&#xA;&#xA;<p>for example, look at this code (from <a href=&quot;http://www.ayende.com/Blog/archive/2006/08/04/7381.aspx&quot;>http://www.ayende.com/Blog/archive/2006/08/04/7381.aspx</a> - where I found out about this trick):</p>&#xA;&#xA;<p><strong>EDIT</strong>: The URL was broken. Here is a link to the archive of that URL: <a href=&quot;http://web.archive.org/web/20080613013350/http://www.ayende.com/Blog/archive/2006/08/04/7381.aspx&quot;>http://web.archive.org/web/20080613013350/http://www.ayende.com/Blog/archive/2006/08/04/7381.aspx</a></p>&#xA;&#xA;<pre><code>public static AbstractCriterion operator &amp;(AbstractCriterion lhs, AbstractCriterion rhs)&#xA;{&#xA;       return new AndExpression(lhs, rhs);&#xA;}&#xA;&#xA;public static AbstractCriterion operator |(AbstractCriterion lhs, AbstractCriterion rhs)&#xA;{&#xA;       return new OrExpression(lhs, rhs);&#xA;}&#xA;&#xA;public static bool operator false(AbstractCriterion criteria)&#xA;{&#xA;       return false;&#xA;}&#xA;public static bool operator true(AbstractCriterion criteria)&#xA;{&#xA;       return false;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>This is obviously a side effect and not the way it's intended to be used, but it is useful.</p>&#xA;"
33437,2,33265,"2008-08-28 21:23:27",13,NULL,"<p><a href=&quot;#33339&quot;>Shog9</a> and <a href=&quot;#33391&quot;>Nir</a>:&#xA;thanks for your answers. Those answers pointed me to <a href=&quot;http://steve.emxsoftware.com/NET/Overloading+the++and++operators&quot;>Steve Eichert article</a> and it pointed me to <a href=&quot;http://msdn.microsoft.com/en-us/library/aa691312.aspx&quot;>msdn</a>:</p>&#xA;&#xA;<blockquote>&#xA;  <p>The operation x &amp;&amp; y is evaluated as T.false(x) ? x : T.&amp;(x, y), where T.false(x) is an invocation of the operator false declared in T, and T.&amp;(x, y) is an invocation of the selected operator &amp;. In other words, x is first evaluated and operator false is invoked on the result to determine if x is definitely false. Then, if x is definitely false, the result of the operation is the value previously computed for x. Otherwise, y is evaluated, and the selected operator &amp; is invoked on the value previously computed for x and the value computed for y to produce the result of the operation.</p>&#xA;</blockquote>&#xA;"
34586,2,34571,"2008-08-29 16:14:20",224,NULL,"<p>The best way to test a private method is via another public method. If this cannot be done, then one of the following conditions is true:</p>&#xA;&#xA;<ol>&#xA;<li>The private method is dead code</li>&#xA;<li>There is a design smell near the class that you are testing</li>&#xA;<li>The method that you are trying to test should not be private</li>&#xA;</ol>&#xA;"
34590,2,34571,"2008-08-29 16:14:55",45,NULL,"<p>Generally a unit test is intended to exercise the public interface of a class or unit. Therefore, private methods are implementation detail that you would not expect to test explicitly.</p>&#xA;"
34594,2,34571,"2008-08-29 16:15:30",29,NULL,"<p>The private methods are called by a public method, so the inputs to your public methods should also test private methods that are called by those public methods. When a public method fails, then that could be a failure in the private method.</p>&#xA;"
34598,2,34571,"2008-08-29 16:16:20",100,NULL,"<p>From this article: <a href=&quot;http://www.artima.com/suiterunner/private.html&quot;>Testing Private Methods with JUnit and SuiteRunner</a> (Bill Venners), you basically have 4 options:</p>&#xA;&#xA;<blockquote>&#xA;  <ul>&#xA;  <li>Don't test private methods.</li>&#xA;  <li>Give the methods package access.</li>&#xA;  <li>Use a nested test class.</li>&#xA;  <li>Use reflection. </li>&#xA;  </ul>&#xA;</blockquote>&#xA;"
